SEASON,TEAM,GP,PTS,PPG,SNP%,OPP,ATT,YDS,Y/A,LNG,TD,FUM,TGT,REC,CTCH%,YDS,Y/C,LNG,TD
SEASON,TEAM,GP,RNK,PTS,PPG,SNP%,OPP,ATT,YDS,Y/A,TD,FUM,TGT,REC,CTCH%,YDS,Y/C,LNG,TD,SEASON,TEAM,GP,RNK,PTS,PPG,SNP%,OPP,ATT,YDS,Y/A,TD,FUM,TGT,REC,CTCH%,YDS,Y/C,LNG,TD
2022,JAX,17,205.1,12.1,60%,265,220,1125,5.1,5,5,45,35,78%,316,9,30,0
2023,JAX,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
